id,municipality_code,population,census_worker_estimate,employed_pnad_calibrated,non_employed_estimated
RES_4190,3304557,3441,1532,1724,1717
RES_4191,3304557,89,37,42,47
RES_4192,3304557,2180,972,1094,1086
RES_4193,3304557,666,303,341,325
RES_4194,3304557,1501,660,743,758
RES_4195,3304557,379,168,189,190
RES_4196,3304557,1744,793,892,852
RES_4197,3304557,581,272,306,275
RES_4198,3304557,702,368,414,288
RES_4199,3304557,3573,1603,1804,1769
RES_4200,3304557,6970,3014,3391,3579
RES_4201,3304557,1924,827,931,993
RES_4202,3304557,1331,574,646,685
RES_4203,3304557,5978,2722,3063,2915
RES_4204,3304557,5144,2481,2792,2352
RES_4205,3304557,3565,1563,1759,1806
RES_4206,3304557,11474,5063,5697,5777
RES_4207,3304557,7012,3082,3468,3544
RES_4208,3304557,3434,1466,1650,1784
RES_4209,3304557,5029,2165,2436,2593
RES_4210,3304557,4731,2126,2392,2339
RES_4211,3304557,567,258,290,277
RES_4212,3304557,29,13,15,14
RES_4213,3304557,5688,2393,2693,2995
RES_4214,3304557,14916,6403,7205,7711
RES_4215,3304557,4626,1926,2167,2459
RES_4216,3304557,5037,2159,2429,2608
RES_4217,3304557,3975,1764,1985,1990
RES_4218,3304557,478,219,246,232
RES_4219,3304557,1073,505,568,505
RES_4220,3304557,1354,592,666,688
RES_4221,3304557,6676,2890,3252,3424
RES_4222,3304557,10400,4527,5094,5306
RES_4223,3304557,5311,2292,2579,2732
RES_4224,3304557,6453,2847,3203,3250
RES_4225,3304557,2051,939,1057,994
RES_4226,3304557,2939,1277,1437,1502
RES_4227,3304557,7526,3150,3544,3982
RES_4228,3304557,577,238,268,309
RES_4229,3304557,916,377,424,492
RES_4230,3304557,482,223,251,231
RES_4231,3304557,153,69,78,75
RES_4232,3304557,970,431,485,485
RES_4233,3304557,3405,1530,1722,1683
RES_4234,3304557,97,48,54,43
RES_4235,3304557,211,96,108,103
RES_4236,3304557,30,13,15,15
RES_4237,3304557,697,292,329,368
RES_4238,3304557,326,154,173,153
RES_4239,3304557,582,271,305,277
RES_4240,3304557,675,308,347,328
RES_4241,3304557,307,142,160,147
RES_4242,3304557,767,344,387,380
RES_4243,3304557,555,260,293,262
RES_4244,3304557,369,168,189,180
RES_4245,3304557,388,186,209,179
RES_4246,3304557,567,271,305,262
RES_4247,3304557,347,151,170,177
RES_4248,3304557,1054,470,529,525
RES_4249,3304557,215,103,116,99
RES_4250,3304557,749,337,379,370
RES_4251,3304557,546,252,284,262
RES_4252,3304557,420,188,212,208
RES_4253,3304557,696,329,370,326
RES_4254,3304557,1567,728,819,748
RES_4255,3304557,333,144,162,171
RES_4256,3304557,435,198,223,212
RES_4257,3304557,692,302,340,352
RES_4258,3304557,658,291,327,331
RES_4259,3304557,205,93,105,100
RES_4260,3304557,530,242,272,258
RES_4261,3304557,1128,519,584,544
RES_4262,3304557,501,218,245,256
RES_4263,3304557,865,387,435,430
RES_4264,3304557,791,348,392,399
RES_4265,3304557,2674,1198,1348,1326
RES_4266,3304557,6001,2653,2985,3016
RES_4267,3304557,5973,2680,3016,2957
RES_4268,3304557,4127,1762,1983,2144
RES_4269,3304557,4222,1786,2010,2212
RES_4270,3304557,4585,1942,2185,2400
RES_4271,3304557,3958,1790,2014,1944
RES_4272,3304557,2150,941,1059,1091
RES_4273,3304557,9449,4212,4739,4710
RES_4274,3304557,2553,1106,1244,1309
RES_4275,3304557,2449,1057,1189,1260
RES_4276,3304557,826,334,376,450
RES_4277,3304557,129,58,65,64
RES_4278,3304557,1408,598,673,735
RES_4279,3304557,2604,941,1059,1545
RES_4280,3304557,225,100,113,112
RES_4281,3304557,148,56,63,85
RES_4282,3304557,294,112,126,168
RES_4283,3304557,2193,951,1070,1123
RES_4284,3304557,7116,3111,3501,3615
RES_4285,3304557,722,344,387,335
RES_4286,3304557,119,50,56,63
RES_4287,3304557,1941,955,1075,866
RES_4288,3304557,633,279,314,319
RES_4289,3304557,946,414,466,480
RES_4290,3304557,1479,662,745,734
RES_4291,3304557,807,332,374,433
RES_4292,3304557,323,137,154,169
RES_4293,3304557,1514,652,734,780
RES_4294,3304557,208,89,100,108
RES_4295,3304557,4647,1982,2230,2417
RES_4296,3304557,1561,701,789,772
RES_4297,3304557,4,2,2,2
RES_4298,3304557,1603,682,767,836
RES_4299,3304557,2085,925,1041,1044
RES_4300,3304557,4637,2044,2300,2337
RES_4301,3304557,195,86,97,98
RES_4302,3304557,5134,2483,2794,2340
RES_4303,3304557,1468,658,740,728
RES_4304,3304557,9109,4064,4573,4536
RES_4305,3304557,7086,3100,3488,3598
RES_4306,3304557,5366,2361,2657,2709
RES_4307,3304557,6612,2893,3255,3357
RES_4308,3304557,6693,3048,3430,3263
RES_4309,3304557,2067,972,1094,973
RES_4310,3304557,3311,1537,1729,1582
RES_4311,3304557,5034,2334,2626,2408
RES_4312,3304557,7210,3208,3610,3600
RES_4313,3304557,2485,1091,1228,1257
RES_4314,3304557,4880,2065,2324,2556
RES_4315,3304557,4494,1943,2186,2308
RES_4316,3304557,6017,2890,3252,2765
RES_4317,3304557,9730,4452,5009,4721
RES_4318,3304557,3621,1707,1921,1700
RES_4319,3304557,5331,2299,2587,2744
RES_4320,3304557,4283,1783,2006,2277
RES_4321,3304557,10188,4368,4915,5273
RES_4322,3304557,5205,2240,2520,2685
RES_4323,3304557,4404,1899,2137,2267
RES_4324,3304557,6986,3103,3492,3494
RES_4325,3304557,736,347,390,346
RES_4326,3304557,1376,559,629,747
RES_4327,3304557,9066,3915,4405,4661
RES_4328,3304557,3978,1792,2016,1962
RES_4329,3304557,2603,1102,1240,1363
RES_4330,3304557,1742,824,927,815
RES_4331,3304557,1507,698,785,722
RES_4332,3304557,524,229,258,266
RES_4333,3304557,422,193,217,205
RES_4334,3304557,238,109,123,115
RES_4335,3304557,4067,1777,1999,2068
RES_4336,3304557,277,124,140,137
RES_4337,3304557,2198,1162,1307,891
RES_4338,3304557,966,471,530,436
RES_4339,3304557,3082,1386,1560,1522
RES_4340,3304557,68,33,37,31
RES_4341,3304557,463,215,242,221
RES_4342,3304557,786,354,398,388
RES_4343,3304557,427,185,208,219
RES_4344,3304557,253,111,125,128
RES_4345,3304557,729,330,371,358
RES_4346,3304557,397,170,191,206
RES_4347,3304557,404,163,183,221
RES_4348,3304557,2782,1213,1365,1417
RES_4349,3304557,395,187,210,185
RES_4350,3304557,213,100,113,100
RES_4351,3304557,816,388,437,379
RES_4352,3304557,579,261,294,285
RES_4353,3304557,480,212,239,241
RES_4354,3304557,799,351,395,404
RES_4355,3304557,1065,478,538,527
RES_4356,3304557,1673,810,911,762
RES_4357,3304557,1480,665,748,732
RES_4358,3304557,334,152,171,163
RES_4359,3304557,755,334,376,379
RES_4360,3304557,1026,457,514,512
RES_4361,3304557,154,64,72,82
RES_4362,3304557,294,114,128,166
RES_4363,3304557,612,265,298,314
RES_4364,3304557,146,67,75,71
RES_4365,3304557,404,191,215,189
RES_4366,3304557,894,407,458,436
RES_4367,3304557,1995,910,1024,971
RES_4368,3304557,2210,994,1118,1092
RES_4369,3304557,756,337,379,377
RES_4370,3304557,197,85,96,101
RES_4371,3304557,747,337,379,368
RES_4372,3304557,878,396,446,432
RES_4373,3304557,456,203,228,228
RES_4374,3304557,715,322,362,353
RES_4375,3304557,2376,1063,1196,1180
RES_4376,3304557,2001,900,1013,988
RES_4377,3304557,308,145,163,145
RES_4378,3304557,802,374,421,381
RES_4379,3304557,2335,1096,1233,1102
RES_4380,3304557,4030,1836,2066,1964
RES_4381,3304557,7576,3368,3790,3786
RES_4382,3304557,3861,1767,1988,1873
RES_4383,3304557,8081,3619,4072,4009
RES_4384,3304557,5933,2636,2966,2967
RES_4385,3304557,7825,3563,4009,3816
RES_4386,3304557,4150,1903,2141,2009
RES_4387,3304557,910,400,450,460
RES_4388,3304557,7045,3054,3436,3609
RES_4389,3304557,5178,2311,2600,2578
RES_4390,3304557,3620,1541,1734,1886
RES_4391,3304557,4830,2113,2378,2452
RES_4392,3304557,170,68,77,93
RES_4393,3304557,1314,612,689,625
RES_4394,3304557,1950,864,972,978
RES_4395,3304557,1088,461,519,569
RES_4396,3304557,169,75,84,85
RES_4397,3304557,3386,1525,1716,1670
RES_4398,3304557,1445,712,801,644
RES_4399,3304557,230,98,110,120
RES_4400,3304557,989,442,497,492
RES_4401,3304557,2573,1182,1330,1243
RES_4402,3304557,6869,3103,3492,3377
RES_4403,3304557,2127,979,1102,1025
RES_4404,3304557,5138,2304,2592,2546
RES_4405,3304557,2315,1022,1150,1165
RES_4406,3304557,2515,1107,1246,1269
RES_4407,3304557,1659,742,835,824
RES_4408,3304557,27,12,13,14
RES_4409,3304557,632,308,347,285
RES_4410,3304557,162,70,79,83
RES_4411,3304557,235,120,135,100
RES_4412,3304557,394,182,205,189
RES_4413,3304557,875,454,511,364
RES_4414,3304557,144,66,74,70
RES_4415,3304557,1188,569,640,548
RES_4416,3304557,708,281,316,392
RES_4417,3304557,947,455,512,435
RES_4418,3304557,5749,2600,2926,2823
RES_4419,3304557,5459,2593,2918,2541
RES_4420,3304557,413,200,225,188
RES_4421,3304557,2866,1292,1454,1412
RES_4422,3304557,4127,1900,2138,1989
RES_4423,3304557,1859,911,1025,834
RES_4424,3304557,2269,970,1091,1178
RES_4425,3304557,3979,1752,1971,2008
RES_4426,3304557,4655,2083,2344,2311
RES_4427,3304557,3168,1499,1687,1481
RES_4428,3304557,2081,932,1049,1032
RES_4429,3304557,816,370,416,400
RES_4430,3304557,1167,556,626,541
RES_4431,3304557,189,87,98,91
RES_4432,3304557,121,55,62,59
RES_4433,3304557,573,252,284,289
RES_4434,3304557,675,297,334,341
RES_4435,3304557,163,73,82,81
RES_4436,3304557,1214,572,644,570
RES_4437,3304557,330,150,169,161
RES_4438,3304557,895,419,471,424
RES_4439,3304557,229,98,110,119
RES_4440,3304557,196,88,99,97
RES_4441,3304557,460,217,244,216
RES_4442,3304557,532,247,278,254
RES_4443,3304557,1159,537,604,555
RES_4444,3304557,2366,1049,1180,1186
RES_4445,3304557,5355,2391,2690,2665
RES_4446,3304557,443,190,214,229
RES_4447,3304557,904,426,479,425
RES_4448,3304557,3549,1634,1839,1710
RES_4449,3304557,404,212,239,165
RES_4450,3304557,7,3,3,4
RES_4451,3304557,2234,994,1118,1116
RES_4452,3304557,6217,2797,3147,3070
RES_4453,3304557,5663,2667,3001,2662
RES_4454,3304557,130,60,68,62
RES_4455,3304557,613,276,311,302
RES_4456,3304557,1174,503,566,608
RES_4457,3304557,1838,782,880,958
RES_4458,3304557,663,287,323,340
RES_4459,3304557,5372,2315,2605,2767
RES_4460,3304557,8150,3490,3927,4223
RES_4461,3304557,5097,2318,2608,2489
RES_4462,3304557,3726,1704,1917,1809
RES_4463,3304557,348,174,196,152
RES_4464,3304557,2434,1105,1243,1191
RES_4465,3304557,4381,2107,2371,2010
RES_4466,3304557,1890,860,968,922
RES_4467,3304557,38,17,19,19
RES_4468,3304557,3572,1495,1682,1890
RES_4469,3304557,2360,960,1080,1280
RES_4470,3304557,5248,2449,2756,2492
RES_4471,3304557,6755,2777,3125,3630
RES_4472,3304557,4293,1766,1987,2306
RES_4473,3304557,6170,2791,3140,3030
RES_4474,3304557,3916,1840,2070,1846
RES_4475,3304557,514,239,269,245
RES_4476,3304557,535,225,253,282
RES_4477,3304557,945,474,533,412
RES_4478,3304557,3604,1669,1878,1726
RES_4479,3304557,3599,1600,1800,1799
RES_4480,3304557,2163,962,1082,1081
RES_4481,3304557,2563,1077,1212,1351
RES_4482,3304557,4247,1823,2051,2196
RES_4483,3304557,4778,1950,2194,2584
RES_4484,3304557,4276,1729,1945,2331
RES_4485,3304557,5757,2508,2822,2935
RES_4486,3304557,6698,3026,3405,3293
RES_4487,3304557,4193,2025,2279,1914
RES_4488,3304557,1292,604,680,612
RES_4489,3304557,2677,1344,1512,1165
RES_4490,3304557,5867,2576,2899,2968
RES_4491,3304557,5853,2484,2795,3058
RES_4492,3304557,5285,2325,2616,2669
RES_4493,3304557,2264,931,1048,1216
RES_4494,3304557,1890,761,856,1034
RES_4495,3304557,4227,1749,1968,2259
RES_4496,3304557,3858,1630,1834,2024
RES_4497,3304557,4738,2137,2405,2333
RES_4498,3304557,6203,2793,3143,3060
RES_4499,3304557,1625,713,802,823
RES_4500,3304557,1049,481,541,508
RES_4501,3304557,487,211,237,250
RES_4502,3304557,459,203,228,231
RES_4503,3304557,1027,474,533,494
RES_4504,3304557,4936,2332,2624,2312
RES_4505,3304557,4405,1940,2183,2222
RES_4506,3304557,4258,1768,1989,2269
RES_4507,3304557,3847,1589,1788,2059
RES_4508,3304557,1682,707,796,886
RES_4509,3304557,1688,787,886,802
RES_4510,3304557,5792,2447,2753,3039
RES_4511,3304557,5232,2488,2800,2432
RES_4512,3304557,4645,2137,2405,2240
RES_4513,3304557,3161,1565,1761,1400
RES_4514,3304557,117,56,63,54
RES_4515,3304557,185,86,97,88
RES_4516,3304557,32,14,16,16
RES_4517,3304557,3081,1346,1515,1566
RES_4518,3304557,5522,2398,2698,2824
RES_4519,3304557,2636,1112,1251,1385
RES_4520,3304557,6059,2595,2920,3139
RES_4521,3304557,2661,1062,1195,1466
RES_4522,3304557,469,206,232,237
RES_4523,3304557,3992,1708,1922,2070
RES_4524,3304557,2735,1277,1437,1298
RES_4525,3304557,2877,1450,1632,1245
RES_4526,3304557,934,461,519,415
RES_4527,3304557,3387,1673,1882,1505
RES_4528,3304557,1592,714,803,789
RES_4529,3304557,2025,957,1077,948
RES_4530,3304557,2042,931,1048,994
RES_4531,3304557,4871,2109,2373,2498
RES_4532,3304557,6046,2581,2904,3142
RES_4533,3304557,1173,557,627,546
RES_4534,3304557,7433,3471,3906,3527
RES_4535,3304557,672,317,357,315
RES_4536,3304557,3854,1638,1843,2011
RES_4537,3304557,3241,1440,1620,1621
RES_4538,3304557,675,312,351,324
RES_4539,3304557,14,6,7,7
RES_4540,3304557,740,351,395,345
RES_4541,3304557,5906,2675,3010,2896
RES_4542,3304557,4269,1901,2139,2130
RES_4543,3304557,249,123,138,111
RES_4544,3304557,4254,1935,2177,2077
RES_4545,3304557,5987,2736,3079,2908
RES_4546,3304557,74,34,38,36
RES_4547,3304557,758,339,381,377
RES_4548,3304557,425,173,195,230
RES_4549,3304557,818,346,389,429
RES_4550,3304557,2833,1274,1434,1399
RES_4551,3304557,1341,601,676,665
RES_4552,3304557,1619,709,798,821
RES_4553,3304557,1037,459,516,521
RES_4554,3304557,421,199,224,197
RES_4555,3304557,1150,519,584,566
RES_4556,3304557,1057,512,576,481
RES_4557,3304557,405,180,203,202
RES_4558,3304557,4,2,2,2
RES_4559,3304557,10,4,4,6
RES_4560,3304557,510,211,237,273
RES_4561,3304557,199,87,98,101
RES_4562,3304557,3053,1403,1579,1474
RES_4563,3304557,457,214,241,216
RES_4564,3304557,400,194,218,182
RES_4565,3304557,373,171,192,181
RES_4566,3304557,217,93,105,112
RES_4567,3304557,216,97,109,107
RES_4568,3304557,205,90,101,104
RES_4569,3304557,358,168,189,169
RES_4570,3304557,273,131,147,126
RES_4571,3304557,352,154,173,179
RES_4572,3304557,134,60,68,66
RES_4573,3304557,136,54,61,75
RES_4574,3304557,217,100,113,104
RES_4575,3304557,79,32,36,43
RES_4576,3304557,251,121,136,115
RES_4577,3304557,136,59,66,70
RES_4578,3304557,403,203,228,175
RES_4579,3304557,304,132,149,155
RES_4580,3304557,460,207,233,227
RES_4581,3304557,305,153,172,133
RES_4582,3304557,259,122,137,122
RES_4583,3304557,47,22,25,22
RES_4584,3304557,140,66,74,66
RES_4585,3304557,532,239,269,263
RES_4586,3304557,596,278,313,283
RES_4587,3304557,437,203,228,209
RES_4588,3304557,400,186,209,191
RES_4589,3304557,121,50,56,65
RES_4590,3304557,129,63,71,58
RES_4591,3304557,810,381,429,381
RES_4592,3304557,342,153,172,170
RES_4593,3304557,542,243,273,269
RES_4594,3304557,1103,500,563,540
RES_4595,3304557,403,177,199,204
RES_4596,3304557,72,32,36,36
RES_4597,3304557,1158,521,586,572
RES_4598,3304557,306,135,152,154
RES_4599,3304557,181,81,91,90
RES_4600,3304557,78,32,36,42
RES_4601,3304557,1236,550,619,617
RES_4602,3304557,2458,1156,1301,1157
RES_4603,3304557,317,140,158,159
RES_4604,3304557,341,141,159,182
RES_4605,3304557,1999,937,1054,945
RES_4606,3304557,2154,928,1044,1110
RES_4607,3304557,2549,1137,1279,1270
RES_4608,3304557,2394,1082,1217,1177
RES_4609,3304557,5428,2362,2658,2770
RES_4610,3304557,4253,1886,2122,2131
RES_4611,3304557,1123,527,593,530
RES_4612,3304557,380,179,201,179
RES_4613,3304557,2612,1284,1445,1167
RES_4614,3304557,2730,1253,1410,1320
RES_4615,3304557,2332,1009,1135,1197
RES_4616,3304557,1572,686,772,800
RES_4617,3304557,78,35,39,39
RES_4618,3304557,183,79,89,94
RES_4619,3304557,2059,953,1072,987
RES_4620,3304557,335,167,188,147
RES_4621,3304557,158,76,86,72
RES_4622,3304557,338,175,197,141
RES_4623,3304557,393,173,195,198
RES_4624,3304557,506,240,270,236
RES_4625,3304557,79,33,37,42
RES_4626,3304557,640,321,361,279
RES_4627,3304557,208,102,115,93
RES_4628,3304557,2805,1281,1441,1364
RES_4629,3304557,3083,1469,1653,1430
RES_4630,3304557,1796,815,917,879
RES_4631,3304557,5569,2586,2910,2659
RES_4632,3304557,5243,2360,2655,2588
RES_4633,3304557,6038,2667,3001,3037
RES_4634,3304557,3331,1465,1648,1683
RES_4635,3304557,916,426,479,437
RES_4636,3304557,3814,1793,2017,1797
RES_4637,3304557,2652,1189,1338,1314
RES_4638,3304557,3080,1379,1552,1528
RES_4639,3304557,4542,2026,2280,2262
RES_4640,3304557,4028,1800,2025,2003
RES_4641,3304557,2561,1252,1409,1152
RES_4642,3304557,679,330,371,308
RES_4643,3304557,311,140,158,153
RES_4644,3304557,334,163,183,151
RES_4645,3304557,5880,2652,2984,2896
RES_4646,3304557,7312,3346,3765,3547
RES_4647,3304557,1179,530,596,583
RES_4648,3304557,1875,840,945,930
RES_4649,3304557,249,121,136,113
RES_4650,3304557,435,213,240,195
RES_4651,3304557,210,101,114,96
RES_4652,3304557,439,200,225,214
RES_4653,3304557,1043,490,551,492
RES_4654,3304557,213,92,104,109
RES_4655,3304557,1062,462,520,542
RES_4656,3304557,1254,587,660,594
RES_4657,3304557,524,242,272,252
RES_4658,3304557,3330,1568,1764,1566
RES_4659,3304557,9053,4074,4584,4469
RES_4660,3304557,4802,2179,2452,2350
RES_4661,3304557,5358,2555,2875,2483
RES_4662,3304557,7679,3755,4225,3454
RES_4663,3304557,7340,3209,3611,3729
RES_4664,3304557,2449,1169,1315,1134
RES_4665,3304557,4749,2200,2475,2274
RES_4666,3304557,4023,1868,2102,1921
RES_4667,3304557,1794,895,1007,787
RES_4668,3304557,1779,847,953,826
RES_4669,3304557,5694,2670,3004,2690
RES_4670,3304557,4582,2149,2418,2164
RES_4671,3304557,7150,3183,3582,3568
RES_4672,3304557,3890,1707,1921,1969
RES_4673,3304557,2317,1138,1280,1037
RES_4674,3304557,4822,2193,2468,2354
RES_4675,3304557,1840,796,896,944
RES_4676,3304557,1270,580,653,617
RES_4677,3304557,193,97,109,84
RES_4678,3304557,486,235,264,222
RES_4679,3304557,1165,562,632,533
RES_4680,3304557,374,167,188,186
RES_4681,3304557,340,163,183,157
RES_4682,3304557,597,264,297,300
RES_4683,3304557,2492,1088,1224,1268
RES_4684,3304557,357,175,197,160
RES_4685,3304557,1591,742,835,756
RES_4686,3304557,3444,1525,1716,1728
RES_4687,3304557,1210,536,603,607
RES_4688,3304557,358,158,178,180
RES_4689,3304557,3139,1331,1498,1641
RES_4690,3304557,3096,1371,1543,1553
RES_4691,3304557,296,175,197,99
RES_4692,3304557,710,300,338,372
RES_4693,3304557,62,33,37,25
RES_4694,3304557,1071,478,538,533
RES_4695,3304557,475,214,241,234
RES_4696,3304557,952,418,470,482
RES_4697,3304557,4732,2065,2324,2408
RES_4698,3304557,4277,1877,2112,2165
RES_4699,3304557,3277,1408,1584,1693
RES_4700,3304557,3264,1503,1691,1573
RES_4701,3304557,6529,2894,3256,3273
RES_4702,3304557,753,350,394,359
RES_4703,3304557,8,4,4,4
RES_4704,3304557,1265,590,664,601
RES_4705,3304557,3782,1664,1872,1910
RES_4706,3304557,6020,2856,3214,2806
RES_4707,3304557,6453,2810,3162,3291
RES_4708,3304557,816,376,423,393
RES_4709,3304557,1882,862,970,912
RES_4710,3304557,4799,2333,2625,2174
RES_4711,3304557,1298,588,662,636
RES_4712,3304557,4510,1921,2162,2348
RES_4713,3304557,1752,810,911,841
RES_4714,3304557,5135,2275,2560,2575
RES_4715,3304557,718,325,366,352
RES_4716,3304557,384,172,194,190
RES_4717,3304557,1904,908,1022,882
RES_4718,3304557,1004,461,519,485
RES_4719,3304557,2482,1045,1176,1306
RES_4720,3304557,1457,700,788,669
RES_4721,3304557,1377,634,713,664
RES_4722,3304557,704,322,362,342
RES_4723,3304557,591,275,309,282
RES_4724,3304557,279,127,143,136
RES_4725,3304557,772,348,392,380
RES_4726,3304557,435,209,235,200
RES_4727,3304557,617,292,329,288
RES_4728,3304557,3599,1624,1827,1772
RES_4729,3304557,369,159,179,190
RES_4730,3304557,1916,892,1004,912
RES_4731,3304557,816,394,443,373
RES_4732,3304557,671,304,342,329
RES_4733,3304557,1346,612,689,657
RES_4734,3304557,284,130,146,138
RES_4735,3304557,455,194,218,237
RES_4736,3304557,1108,508,572,536
RES_4737,3304557,663,315,354,309
RES_4738,3304557,4434,2101,2364,2070
RES_4739,3304557,1445,730,821,624
RES_4740,3304557,1138,507,570,568
RES_4741,3304557,2399,1083,1219,1180
RES_4742,3304557,413,193,217,196
RES_4743,3304557,4,2,2,2
RES_4744,3304557,88,39,44,44
RES_4745,3304557,1834,804,905,929
RES_4746,3304557,1439,618,695,744
RES_4747,3304557,628,278,313,315
RES_4748,3304557,1379,585,658,721
RES_4749,3304557,2043,855,962,1081
RES_4750,3304557,140,62,70,70
RES_4751,3304557,757,345,388,369
RES_4752,3304557,7208,3209,3611,3597
RES_4753,3304557,116,43,48,68
RES_4754,3304557,2574,1211,1363,1211
RES_4755,3304557,2346,1102,1240,1106
RES_4756,3304557,3067,1424,1602,1465
RES_4757,3304557,2080,963,1084,996
RES_4758,3304557,3536,1551,1745,1791
RES_4759,3304557,4617,2011,2263,2354
RES_4760,3304557,59,26,29,30
RES_4761,3304557,2537,1179,1327,1210
RES_4762,3304557,2755,1246,1402,1353
RES_4763,3304557,3618,1558,1753,1865
RES_4764,3304557,3319,1478,1663,1656
RES_4765,3304557,6389,2881,3242,3147
RES_4766,3304557,5479,2542,2860,2619
RES_4767,3304557,390,184,207,183
RES_4768,3304557,1636,771,868,768
RES_4769,3304557,3184,1450,1632,1552
RES_4770,3304557,4988,2175,2447,2541
RES_4771,3304557,5474,2408,2710,2764
RES_4772,3304557,2340,944,1062,1278
RES_4773,3304557,2862,1301,1464,1398
RES_4774,3304557,3401,1517,1707,1694
RES_4775,3304557,2103,1037,1167,936
RES_4776,3304557,108,47,53,55
RES_4777,3304557,2879,1314,1479,1400
RES_4778,3304557,3135,1450,1632,1503
RES_4779,3304557,2896,1305,1468,1428
RES_4780,3304557,5104,2306,2595,2509
RES_4781,3304557,4433,1969,2216,2217
RES_4782,3304557,3657,1605,1806,1851
RES_4783,3304557,2766,1246,1402,1364
RES_4784,3304557,2935,1323,1489,1446
RES_4785,3304557,6361,3144,3538,2823
RES_4786,3304557,862,418,470,392
RES_4787,3304557,1899,852,959,940
RES_4788,3304557,695,304,342,353
